Sentiment,Headline
neutral,"The company 's set of services include digital printing , printing preparation , offset-printing , after-treatment services and send out services ."
positive,"As another UN summit kicks off, experts say climate anxiety could help solve the problem."
positive,The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .
neutral,"The Tekla Structures 16 installation has been built according to Microsoft 's requirements for the Windows 7 certification , the Company added ."
neutral,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says ."
neutral,"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold ."
positive,"Gerwyn Price is knocked out as Michael van Gerwen, Michael Smith, Gabriel Clemens and Dimitri van den Bergh reach the World Darts Championship semi-finals."
neutral,"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said ."
positive,Derek Richford's determination led to an inquiry into maternity care at East Kent hospitals.
negative,"How does a government borrow money, and when does it have to pay it back?"
positive,Rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .
neutral,"UPM-Kymmene www.upm-kymmene.com produces magazine papers and newsprint , as well as fine and specialty papers , converting materials and wood products ."
negative,"After a deadly fire in a locked down building, people are demanding an end to Covid restrictions."
neutral,The Court 's decision will also promote genuine competition in services
positive,"We are glad that our long co-operation with SODRA continues '' , comments Stig-Goran Sandberg , Affecto 's Area Manager for Baltic operations ."
positive,"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also ."
negative,"Nearly half of the confirmed deaths have been in the hard-hit town of Buffalo, New York."
positive,The north African team beat Spain on penalties in their World Cup last 16 match.
neutral,"The order consists of capacity expansion , maintenance services and new charging functionality , the company said ."
negative,"The 36-year-old former kickboxer once said women should ""bear responsibility"" for sexual assault."
neutral,"That address also happens to house Italian megamart Eataly , meaning that `` Come on , kids , we 're going to the Toy Building ! ''"
neutral,"The equipment is designated to Bollore Africa Logistics terminal Societe d'Exploitation du Terminal de Vridi SETV in Abidjan , Ivory Coast and the delivery is scheduled to start in March 2010 ."
positive,"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom ."
neutral,The chain is to unite 45-50 centres by the end of 2008 .
negative,"Russian air strikes have hit power supplies and health services, putting millions of lives at risk."
neutral,"The money will be spread mainly over 2011 and 2012 , the company said ."
neutral,"Creating interfaces that are more similar to interactions in the real world can enable experiences that are more natural and intuitive , in the same way that modern games and movies are more immersive through the use of realistic 3-D graphics ."
positive,"In his first Christmas speech, King Charles praises public services and volunteers helping those in need."
positive,The contracts have been signed to acquire uranium produced at the Sotkamo nickel-zinc mine in eastern Finland owned by Talvivaara .
negative,The company initially estimated that it would cut up to 30 jobs .
negative,Glasgow loses out as the UK prepares to stage the song contest next May on behalf of Ukraine.
positive,Harry Kane scores his eighth goal of the season as Tottenham win at Brighton to strengthen their place in the top three of the Premier League.
negative,Seven of the nine people missing since the explosion are named by police.
negative,Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .
neutral,"The share capital of Alma Media Corporation (business ID 1944757-4)is EUR 45,031,513.80 and it is divided into 75,052,523 shares ."
neutral,"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support ."
negative,Nurses have voted to strike. How much do they earn at the moment?
neutral,Sanoma announced the Stock Option Scheme 2008 on 19 December 2008 .
neutral,The company expects meat purchases to remain at about 8mn kilos in 2011 .
negative,Earnings per share ( EPS ) amounted to a loss of EUR0 .05 .
negative,"Scenes of protest from China, which has seen unprecedented demonstrations against Covid restrictions."
positive,"If you're tempted to buy a heated airer, then watch this. We investigate whether it's worth it."
negative,Rishi Sunak lost the race to be PM - then staged a comeback. Here's what you need to know about him.
positive,"Consumer products manufacturer Fiskars Corp. will open a distribution and warehouse center in Southaven , creating 100 jobs ."
positive,Red Bull's Max Verstappen broke the record for wins in a season with a comfortable and controlled victory in the Mexico City Grand Prix.
negative,"The UK could be set for its longest recession since records began, the Bank of England has warned."
negative,Liz Truss will use her first conference speech as prime minister to explain her economic policies.
negative,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before ."
negative,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .
negative,"In recent years, some world leaders have been making arguments for countries becoming more self-reliant."
positive,"For Q2 2010 , consolidated earnings before tax totaled EUR4 .5 m , compared to EUR3 .9 m , and net profit was EUR3 .2 m , compared to EUR2 .9 m in the previous year ."
negative,The Gwent force is rolling out four of the three-wheelers to be used in Newport and Abergavenny.
neutral,The newspaper 's best sales asset is high quality journalism and journalistic content .
positive,Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .
positive,Will Argentina's Lionel Messi or France's Kylian Mbappe inspire their nation to World Cup success? BBC Sport looks at other players who have been instrumental in earlier tournaments.
negative,Nokia Siemens Networks has struggled to make a profit in the past two years .
neutral,Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 .
negative,"The ex-health secretary was eliminated from I'm a Celebrity, so was his appearance a failure?"
negative,"After saying that he feels betrayed by Manchester United, what comes next for Cristiano Ronaldo?"
negative,"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 ."
negative,The appointment comes as the new prime minister and his family move back into No 10 Downing Street.
negative,in Finland Finnish pharmaceutical company Orion Corporation OMX Helsinki : ORNAV said on Wednesday 7 January that it has concluded its personnel negotiations in Finland and will reduce the number of personnel by 205 .
neutral,"He found him again , however , after the driver was involved in a two-car accident ."
neutral,"To choose BasWare as the tools for our Financial Service seemed like a natural continuation of our cooperation '' , says Tommi Leskinen , Financial Applications Manager , Neste Oil Corporation ."
negative,The statues were torn down in response to a law that prohibits totalitarian regimes.
positive,28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .
neutral,The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate .
neutral,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .
negative,"Most papers focus on Chancellor Jeremy Hunt's spending plans in the Autumn Statement, where he is expected to set out ""difficult decisions""."
neutral,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 % ."
negative,"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier ."
neutral,The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .
neutral,"Kemira will supply the additional volumes of iron coagulants from the company 's plant at Helsingborg , Sweden ."
positive,"Former Argentina international Pablo Zabaleta calls Lionel Messi ""incredible"" as he wins his fourth player of the match award of the World Cup after inspiring his team to the final with a goal and assist during their 3-0 win over Croatia."
positive,"Harry Kane equals the England scoring record with his 53rd goal, netting in the World Cup quarter-final to move alongside Wayne Rooney."
negative,A survey conducted by Taloustutkimus for Sampo Life shows that companies are badly prepared to losing key staff members .
neutral,Liora 's got a brand-new bag .
positive,Messaging apps have become a popular way to reach people who are struggling with the cost of food.
negative,"Figure skater Kamila Valieva bore ""no fault or negligence"" for a positive doping test, Russia's anti-doping agency finds."
positive,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 1.29 % at 1,084.47 points on Friday ."
positive,"In the Homeware area , Fiskars provides leading branded products for home , kitchen , and interior design ."
neutral,"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added ."
negative,Kremenchuk is among the worst-hit cities and Ukrainians say Russia's tactics only make them angrier.
negative,"Finnish soapstone processing and fireplaces maker Tulikivi Oyj said on February 26 , 2007 it would cut less than 20 jobs from its fireplace sales organization , production facilities and its subsidiary Kermansavi Oy ."
negative,"After Tuesday's heavy defeat by Brighton, BBC Sport asks whether Frank Lampard can survive as Everton manager."
negative,"Labour called Foreign Secretary James Cleverly's remarks about the World Cup ""shockingly tone-deaf""."
negative,A Miller & Carter restaurant begins sinking into a lake at a major UK shopping centre.
neutral,"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland ."
negative,One of the challenges in the oil production in the North Sea is scale formation that can plug pipelines and halt production .
negative,"Spain are out of the World Cup after losing on penalties to Morocco in the last 16, so what next for the team and manager Luis Enrique?"
neutral,To be number one means creating added value for stakeholders in everything we do .
positive,TeliaSonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of Nepal s population .
neutral,Officials did not disclose the contract value .
neutral,"A replay will be available until 27 October 2006 in the following numbers : US callers : +1 617-Â£801-Â£6888 , non-US callers : +44 20 7365 8427 , access code : 2659 5401 ."
negative,"Flu, staff shortages and Covid backlogs are putting the NHS under severe strain, find out what's happening in your area."
neutral,Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .
neutral,The Company turnover amounted to MEUR 27.9 in 2007 .
positive,England bowl out the West Indies for just 43 on their way to completing a 5-0 clean sweep in the T20 series in Barbados.
positive,"Brazil captain Thiago Silva says we will see a ""better Neymar"" at this World Cup after injury hampered his past two tournaments."
negative,"Three months ago, France's Antoine Griezmann was a substitute amid a contract farce - now there is no stopping him in his second great World Cup."
positive,"In the US, Harry and Meghan have found a more welcoming audience, our North America editor writes."
positive,The BBC's Steve Rosenberg on the mood in Russia following its army's withdrawal from Kherson.
neutral,"The dollar bounced back after hitting another record low against the euro , which reached $ 1.41 for the first time ."
negative,Latvia's defence minster says sabotage could not be ruled out as a cause of the blast near its border.
neutral,"Proha Plc ( Euronext :7327 ) announced today ( 19 May ) that its fully-owned subsidiary , Safran Software Solutions AS , has agreed to sell its 49 % share of Safran North America LLC to a SNA Holding AS , an investment group based in Norway ."
neutral,Proline Plus is a mechanical liquid handling device with a robust design suitable for all types of applications .
positive,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today ."
neutral,"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said ."
negative,"The game's future is a political battleground in Bury, where a clubÃ¢ÂÂs demise has divided fans."
negative,The bank says it is investigating after customers reported they were unable to pay for their shopping.
positive,Harry Kane is denied a late winner by a lengthy VAR check as Tottenham get a Champions League draw against Sporting Lisbon that leaves them needed a point from their final group game.
negative,"Brazil head coach Tite says the high number of fouls on Neymar ""has to stop"" after the forward was injured in their group-stage victory over Serbia."
negative,Government announces extra funding to help those in least efficient homes in lower council tax bands.
neutral,"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina ."
negative,Manchester United forward Alessia Russo will miss England's matches against the USA and the Czech Republic through injury.
neutral,"The figure includes the change in the fair value of the property portfolio , EUR 26.2 million ."
negative,Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .
positive,The two political leaders met during Mr Sunak's first visit to Scotland since becoming PM.
positive,Substitutes Alvaro Morata and Niclas Fullkrug score the goals as Spain and Germany play out a 1-1 draw at the World Cup which means that Group E will go down to the final set of fixtures.
positive,There were a number of claims made about the asylum system at Prime Minister's Questions.
neutral,Tikkurila acquired a majority stake in Kolorit Paints in the autumn of 2004 .
positive,"When's it announced, who's in the running, and what's the biggest Christmas song of all time?"
positive,Kalmar has been awarded a new 5-year contract to supply its Rough Terrain Container Handler RTCH .
positive,"International sales rose by 59.8 % to EUR 1,244.4 mn ."
negative,Mike Rogers dramatically confronts a fellow Republican after 14 rounds of voting for Kevin McCarthy.
positive,"As a former prime minister, Ms Truss would be able to claim the money for expenses for public duties."
positive,"A second report finds widespread, ongoing misconduct in the United States' top-flight National Women's Soccer League (NWSL)."
negative,Can Wales clinch crucial first World Cup victory in 64 years? And will England qualify for the last 16?
negative,Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies .
negative,"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households ."
positive,Antonio Colak scores a double for the third league match running as Rangers beat St Mirren to stay within two points of Celtic.
neutral,The prices of stainless steel also rose in Europe .
neutral,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .
positive,"The growth in the activeness of Talentum 's customers , which started at the end of 2009 , continued during the reporting period , the company stated ."
positive,Conservative MPs have started declaring who they want to become Britain's next prime minister.
neutral,"The contract also includes installation work in a new multistorey carpark for close on 1,000 vehicles ."
negative,A council says it was not told about the arrival of at least 55 migrants at a Devon hotel.
neutral,"The most interesting export markets will be Russia , the Baltic countries and Scandinavia ."
negative,The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .
neutral,The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .
negative,Many front pages lead with the National Grid's warning that the UK could face blackouts this winter.
neutral,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .
negative,"It was reported the man had accidentally fallen onto the tracks in Harlem, New York."
positive,Beau Greaves will make darts history at Alexandra Palace on Friday as the youngest woman to compete at the PDC World Championships.
neutral,"The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China ."
neutral,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .
neutral,The Financial Statements and Interim Reports will be released around at 9.00 a.m. ( Finnish time ) on the given dates .
neutral,"Elsewhere , the tendency is towards more developed packaging than before ."
negative,The FBI says ex-social media star Hushpuppi is one of the word's most high-profile money launderers.
negative,How closely have you been paying attention to what's been going on over the past seven days?
positive,Hundreds of people receive the first congratulatory messages from the new monarch and Queen Consort.
negative,A visual guide to what is causing the cold weather across the UK and how unusual it is for temperatures to fall so low in December.
negative,Pakistan's worst floods in years have left millions homeless and lacking clean drinking water.
neutral,"In Russia , Raisio 's Food Division 's home market stretches all the way to Vladivostok ."
positive,"Former Pope Benedict's funeral takes place at the Vatican, as Francis celebrates Mass with pilgrims."
positive,BBC Sport takes a look inside a sensory room at a World Cup stadium in Qatar.
neutral,"Simultaneously with this merger plan another merger plan has been signed , according to which Suomen Projektivuokraus Oy , a subsidiary of VTM-Rakennuskonevuokraamo Oy , would be merged with VTM-Rakennuskonevuokraamo Oy ."
negative,Viking Line has canceled some services .
positive,"More than 80 flood warnings are in place across the UK, as a cold weather alert is also issued."
positive,Tiger Woods joins Rory McIlroy in calling for Greg Norman to quit as boss of the breakaway LIV Golf Tour.
negative,"West Yorkshire Police's busy team of call handlers deal with 1,300 emergency calls every day."
negative,"Tottenham boss Antonio Conte says Spurs need ""time and patience and, also for sure, money,"" after suffering a third defeat in five Premier League games."
neutral,"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour ."
negative,Sanoma News ' advertising sales decreased by 22 % during the year .
negative,State bodies accused of serious abuses in the Gulf nation have received ÃÂ£1.8m from the UK this year.
neutral,`` These developments partly reflect the government 's higher activity in the field of dividend policy . ''
negative,Scanfil has also issued a profit warning .
negative,"Orla Guerin reports from Port-au-Prince, where Haitians live in fear of killings, kidnappings and rape."
neutral,"India is high on our priority since business links between our two countries is also expanding , '' Tornstrom said ."
positive,Watch the moment Gareth Bale scores Wales' first World Cup goal in 64 years to earn a draw against the United States.
neutral,"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough ."
negative,Few in Ukraine's eastern city of Bakhmut expected Russia's declared truce to be matched with action.
negative,Most of Wednesday's papers report Rishi Sunak's pledge to make maths compulsory for under-18s.
neutral,"Upon establishment , the plan is directed to approximately 20 persons ."
neutral,"( ADP News ) - Dec 11 , 2008 - Finnish power-supply solutions provider Efore Oyj ( OMX : EFO1V ) said yesterday it opened a technology research and development ( R&D ) laboratory at Helsinki University of Technology ."
neutral,"`` These tests are part of a larger campaign which includes various customer trials and demonstrations to make LTE on 800 MHz commercially viable by this summer , '' Nokia Siemens head of LTE business line , Reino Tammela , said ."
negative,The UK is being hit with the first major cold snap of the winter amid rising fuel costs.
positive,The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .
negative,Net sales dropped by 6 % year-on-year to EUR 11.9 million .
negative,The union rejected an offer from train companies which included an 8% pay rise over two years.
negative,A record number of Nicaraguans are heading to the US as conditions worsen at home.
negative,Stora Chief Executive Jouko Karvinen has described the Russian tariff hikes as a threat to the future of the forest products industry in Finland .
negative,What you need to know about Wednesday's ambulance workers strike - by the BBCÃ¢ÂÂs Zoe Conway.
positive,"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier ."
negative,"Gwent Police is investigated after ""abhorrent"" messages between serving and retired officers emerged."
neutral,"The contract value amounts to about EUR11m , the company added ."
positive,Latvenergo has ordered a significant expansion to the Tekla Xpower network information system .
positive,"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years ."
negative,"The film about journalists investigating Harvey Weinstein is called ""astute"" but also ""slow-paced""."
negative,Paxton and Melanie have very different views on whether abortion should be banned or protected in the US.
negative,Emancipation tells the true story of Ã¢ÂÂWhipped PeterÃ¢ÂÂ and his escape during the US Civil War.
negative,The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .
neutral,Aspo 's net sales in 2006 totaled EUR 225.9 million .
positive,"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 ."
positive,"From rejuvenated stars to dynamic wingers, BBC Sport looks at why optimism is growing about England's Rugby League World Cup hopes."
negative,Rosie Cooper delivers a stinging criticism of a TV series about the story behind a plot to kill her.
neutral,The plant is expected to enter commercial operation by mid-2009 .
negative,Andy Burnham and Steve Rotheram held the briefing to demand more funding for train operators.
positive,Rory McIlroy overtakes Scottie Scheffler at the top of golf's world rankings by retaining his CJ Cup title in South Carolina.
negative,Ron Gittins transformed his rented home in Birkenhead and now campaigners are trying to buy it.
neutral,"Sampo Group that has become a major shareholder in Nordea owns TrygVesta 's main competitor , If P & C Insurance ."
neutral,"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn ."
negative,The Bank has stepped in to try and calm financial markets after fears about government borrowing.
neutral,"Strong brand visibility nationally and regionally is of primary importance in home sales , vehicle and consumer advertising ."
negative,Yields of tomatoes and other crops are set to hit a record low as farmers struggle with surging costs.
neutral,The new name of the Sanoma Division will be Sanoma News .
positive,How Qataris feel about their country becoming the first in the Arab world to host a World Cup.
positive,"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year ."
neutral,"In February 2011 , new wording of Identity Documents Act that makes Mobile ID a state-approved electronic document as of February 1st 2011 entered into force ."
positive,YIT says the acquisition is a part of its strategy for expansion in Central and Eastern European markets .
negative,The song is believed to have originated as Wales' anthem in response to New Zealand's haka in 1905.
neutral,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO ."
negative,"Hundreds of thousands of workers have walked out, or threatened to, causing widespread disruption."
neutral,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .
neutral,"Typical end-uses include roof structures , floorings , walls and ceilings , non-visible structures in vehicles , packaging and boxes , construction site structures , fencing and shelters , and formwork with a limited number of concrete pourings ."
negative,With the UK facing a cost-of-living crisis the government is set to unveil tax and spending plans.
negative,Qatar has been criticised for its same-sex relationships ban and its treatment of migrant workers.
positive,These companies will be able to keep their market positions .
positive,Arsenal's outstanding north London derby win over Tottenham leaves the Gunners in control of the Premier League title race.
neutral,Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .
negative,"Harry Bolton, 19, was found dead at his flat in Hull on 7 October 2021, an inquest hears."
positive,"Having females referees at the World Cup helps send a positive message over women's rights in Qatar, says Stephanie Frappart."
negative,The Bank has stepped in to try and calm financial markets after fears about government borrowing.
negative,"Harry claims William physically attacked him, and says he urged his father not to marry Camilla."
negative,Altogether Finnair has canceled over 500 flights because of the strike .
neutral,The estimated annual value of the frame agreement is about EUR 50mn .
negative,"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn ."
positive,Youssef En-Nesyri's first-half header gives Morocco a 1-0 win over Portugal as they make history and become the first ever African side to reach the semi-finals of the World Cup.
negative,"YIT lodged counter claims against Neste Oil totaling some EUR25m , primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project ."
negative,"Steve Thompson opens up about the impact of early onset dementia on his life, including leading to suicidal thoughts."
neutral,"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc and Pohjola Bank Plc. ."
positive,"South Korean orphan Milton dreamed of making it to America, the land of his father. One day he seized his chance."
negative,"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit ."
positive,The latest Omicron variant is making scientists take notice in the US - so what do you need to know?
negative,Cuts would probably occur at peak times and customers would be warned in advance.
positive,"David Stirling, the Scot known as the founder of the SAS, was not what you would expect of a military hero."
negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier ."
neutral,The service developed by Digia facilitates the work and resourcing of health care personnel during vaccination campaigns while providing them with monitoring and management tools .
negative,"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 ."
neutral,It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .
negative,"The King requests extra stand-ins, as Prince Andrew and Prince Harry are no longer working royals."
neutral,Automation makes it possible to conduct several tests simultaneously .
neutral,`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .
positive,"This budget-friendly meal plan covers a week's worth of dinners for four adults, coming in at under ÃÂ£28 in total."
positive,Premier League and English Football League clubs wore black armbands and held a minute's applause before kick-off in Friday's games in honour of Brazil legend Pele.
neutral,"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry ."
negative,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur ."
negative,What does the former Chancellor's appointment as Conservative leader mean for politics in Scotland?
negative,The trial of five militia members could reveal to what extent the 6 January riot was planned.
neutral,"H1 '08 H1 '07 Q2 '08 Q2 '07 in mln euro , unless otherwise stated Net sales 386 328.6 201 160.7 Operating profit 46.3 35.8 23.2 9.5 Pre-tax profit 33.6 26.9 18.7 5.1 Net profit 25.1 25.4 14 4.0 EPS in euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com"
negative,Finn Russell is expected to be omitted from Scotland's initial squad for the upcoming Autumn Nations Series.
neutral,Lemmink+Ãinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .
neutral,Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .
negative,"How does Santa visit everyone, and is there mince in mince pies: your Christmas questions answered."
positive,"His distinctively dour voice can be heard on hits like Ghost Town, Gangsters and Too Much, Too Young."
neutral,Union and company officials did not return calls yesterday .
negative,"Distraught fans demand justice, claiming police use of tear gas triggered a crush which killed 125 people."
positive,The TV anchor turned Trump-backed candidate is good at delivering a message. But does she believe in it?
positive,The new PM has not matched a Liz Truss target to spend 3% of national wealth on defence.
negative,"TeliaSonera 's underlying results however included 457 mln skr in positive one-offs , hence the adjusted underlying EBITDA actually amounts to 7.309 bln skr , clearly below expectations , analysts said ."
positive,"Sales VAT inclusive expanded by 19 percent , to 351 million euros ."
neutral,"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland ."
positive,"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history ."
positive,BBC journalists are verifying videos that are crucial to establishing what is happening on the ground.
positive,Will Quince also urges people not to make unnecessary car journeys during action by ambulance workers.
negative,"Just five weeks after arriving at Downing Street, Liz Truss announces she is stepping down from the job."
positive,"Seven-time champion Ronnie O'Sullivan is knocked out in the quarter-finals of the Masters, beaten 6-5 by Mark Williams in a thrilling contest."
neutral,"The company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding ."
negative,Working four days a week might seem radical. But it wasn't so long ago that a six-day week was normal.
negative,After migrants working on Qatar's infrastructure have died in final months before the World Cup.
neutral,"Tikkurila has an interesting growth strategy , which we support ."
negative,What are your tips for holding off using household heating as autumn temperatures fall?
negative,Newcastle underline their top-six credentials by beating Everton thanks to Miguel Almiron's fifth goal of the season.
neutral,BM4 middle layer headbox will be equipped with a dilution control system .
negative,Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS
positive,A competitor named 747 - like the jumbo jet - is named as one of the fattest bears in the world.
negative,SRV lowered its net sales estimate for the whole of 2008 due to uncertainties in housing sales .
neutral,"Jeder Beta-Tester erh+Ãlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Â¦glichkeit , die finale Version zu beeinflussen ."
neutral,Her present position is the director of Stockmann 's international department stores .
negative,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham ."
positive,"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations ."
neutral,"CapMan , the Stockholm-headquartered private equity firm , has held a first close on its second private equity real estate fund as it continues its push into the property sector ."
neutral,"According to latest information , Benefon will launch its Twig device on 20 September 2006 ."
negative,"Some Ugandans have been attacking the government's efforts, even denying the Ebola virus's existence."
neutral,"Empresa de Desarrollo Urbano de Quito , INNOVAR-UIO , Ecuador has commissioned Poyry to prepare a feasibility study for a new urban rapid mass transit system ."
neutral,"According to the prosecutor , the share transactions were carried out after HK Ruokatalo had proceeded in the negotiations concerning the acquisition of Swedish Meats ."
neutral,"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware ."
neutral,"The report profiles 614 companies including many key and niche players worldwide such as Black & Decker Corporation , Fiskars Corporation , Fiskars Brands , Inc. , Husqvarna Outdoor Products Inc. , K+S Group , Ryobi Technologies , Inc. , The Scotts Miracle-Gro Company , and Van Group , Inc. ."
negative,The long-eared owl was rescued after being attacked by gulls off the north coast of Scotland.
neutral,"The Group 's revenue amounts to over EUR 80 million , about half of which is accounted for by exports ."
positive,Mayor Eric Adams said the city is on track to spend $1bn this fiscal year to care for asylum seekers.
negative,Small investors have voiced fears that the shares will end up with risk investors .
neutral,The smaller molecules improve the grip of the tyre at top-speed driving .
negative,"Finnish Suominen Flexible Packaging is cutting 48 jobs in its unit in Tampere and two in Nastola , in Finland ."
positive,"Prime Minister Liz Truss made claims on growth, borrowing costs and mortgage rises."
negative,Two Edinburgh hairdressers are taking steps to try to help people who dread going to a salon.
